98.5	2.145	-1.3504
98.6	2.0069	-1.4081
98.7	1.8638	-1.4518
98.8	1.717	-1.481
98.9	1.568	-1.4953
99	1.4185	-1.4946
99.1	1.2697	-1.4789
99.2	1.1232	-1.4484
99.3	0.98051	-1.4035
99.4	0.84297	-1.3446
99.5	0.71195	-1.2723
99.6	0.58884	-1.1873
99.7	0.47486	-1.0904
99.8	0.37117	-0.98261
99.9	0.27876	-0.86498
100	0.19853	-0.73872
